ID,title,volume,DOI
550,Multidisciplinary design optimization of flexible solar-regenerative high-altitude long-endurance aircraft,,10.2514/6.2018-0107
551,Distributed electric propulsion effects on traditional aircraft through multidisciplinary optimization,,10.2514/6.2018-1652
552,Mixing plane simulation of a high-performance fan using kestrel,,10.2514/6.2018-1510
553,Practical Superdirectivity with Resonant Screened Apertures Motivated by a Poynting Streamlines Analysis,66,10.1109/TAP.2017.2772929
554,The secure socket API: TLS as an operating system service,,
555,3D printed microfluidic selectable ratio mixer pump in 2 mm3,,10.31438/trf.hh2018.61
556,Sediment management in U.S. reservoirs: Challenges and progress [Gestion des sédiments dans les retenues américaines: Défis et progrès],,
557,Thermal diffusivity measurements with fluorescent scanning microscope,119,
558,Open source computational photonics toolbox,Part F114-FIO 2018,10.1364/FIO.2018.JTu2A.138
559,Progress on photophoretic trap displays,Part F114-FIO 2018,10.1364/FIO.2018.FM4C.2
560,Demonstration of interference pattern structured illumination imaging,Part F114-FIO 2018,10.1364/FIO.2018.FW7B.6
561,Using instagram to increase student engagement with design history,,
562,Increasing the educational impact following a field study programme,,
563,Information reduction and studio project frameworks,,
564,GEESE: Grammatical evolution algorithm for evolution of swarm behaviors,3,
565,Modeling and using secondary taste terms,12,10.18848/2325-1379/CGP/v12i01/11-19
566,"Exploration of three dimensional, hierarchical, large scale UAV system interactions",,10.2514/6.2018-3506
567,High Accuracy Achieved in Determining Lengths and Locations of Horizontal Curves Using Light Detection and Ranging Point Cloud Data,,10.1061/9780784481547.001
568,Hardware and software improvements to a low-cost horizontal parallax holographic video monitor,57,10.1364/AO.57.00A122
569,"A review of friction stir welding of steels: Tool, material flow, microstructure, and properties",34,10.1016/j.jmst.2017.10.024
570,Solid state crack repair by friction stir processing in 304L stainless steel,34,10.1016/j.jmst.2017.10.023
571,On the performance of filter based equalizers for 16apsk in aeronautical telemetry environment,2018-November,
572,Physical-layer security for aeronautical telemetry,2018-November,
573,Femtosats: Elegant flight telemetry payloads for model rockets,2018-November,
574,Byu mars rover at the 2018 university rover challenge,2018-November,
575,Eliminating wiring in aircraft instrumentation through energy harvesting,2018-November,
576,Adaptive net radiative heat transfer and thermal management with origami-structured surfaces,2018-August,10.1615/ihtc16.rti.023600
577,Three approaches for managing stiffness in origami-inspired mechanisms,5B-2018,10.1115/DETC201885450
578,Origami-based design of conceal-and-reveal systems,5B-2018,10.1115/DETC2018-85224
579,Automating the design of thick-origami mechanisms,2B-2018,10.1115/DETC201885927
580,Retractable anti-buckling support systems for flexible medical devices,5A-2018,10.1115/DETC201886056
581,Over-design versus redesign as a response to future requirements,2A-2018,10.1115/DETC2018-86156
582,Design and modeling of a prosthetic venous valve,4,10.1115/DETC2018-86164
583,Patterned carbon nanotube growth on stainless steel,4,10.1115/DETC2018-86130
584,Dynamic SEU Sensitivity of Designs on Two 28-nm SRAM-Based FPGA Architectures,65,10.1109/TNS.2017.2772288
585,Total hemispherical apparent radiative properties of the infinite V-Groove with diffuse reflection,32,10.2514/1.T5485
586,Architectures for Earth-observing CubeSat scatterometers,10769,10.1117/12.2321696
587,Volumetric display by movement of particles trapped in a laser via photophoresis,10723,10.1117/12.2324317
588,When does a human replan? Exploring intent-based replanning in multi-objective path planning,10640,10.1117/12.2304546
589,A compact low-cost direction finding system for unmanned aerial vehicles,2018,10.1049/cp.2018.0983
590,Evaluation and optimization of dynamic cone penetration test (DPT) for assessment of liquefaction in gravelly soils,,
591,Radial variation in distortion transfer and generation through a highly loaded fan stage,2A-2018,10.1115/GT2018-77221
592,Universal airfoil parametrization using B-splines,,10.2514/6.2018-3949
593,Analysis of distortion transfer and generation through a compressor using the harmonic balance approach,,10.2514/6.2018-1354
594,A Review of Thickness-Accommodation Techniques in Origami-Inspired Engineering,70,10.1115/1.4039314
595,"Closure to ""discussion of 'a review of thickness-accommodation techniques in origami-inspired engineering'"" (Lang, R. J., Tolman, K. A., Crampton, E. B., Magleby, S. P., and Howell, L. L., 2018, ASME Appl. Mech. Rev., 70(1), p. 010805)",70,10.1115/1.4039147
596,Cylindrical cross-axis flexural pivots,51,10.1016/j.precisioneng.2017.11.001
597,Strut-and-tie models for masonry walls with openings,0,
598,Finite element model of dry-stack masonry shear walls,0,
599,An investigation of self-efficacy and topic emotions in entry-level engineering design learning activities,35,
600,Pull-out strength of fiberglass/epoxy composite rebar manufactured using a three-dimensional braiding process,5,
601,Collaboration task-technology fit for student distributed engineering design teams,34,
602,Comparing in Situ Soil Water Characteristic Curves to Those Generated in the Lab,2017-November,10.1061/9780784481691.003
603,High fidelity MMI excitation patterns for optofluidic multiplexing,Part F92-CLEO_AT 2018,10.1364/CLEO_AT.2018.JW2A.24
604,3D hydrodynamic focusing for optofluidics using a stacked channel design,Part F92-CLEO_AT 2018,10.1364/CLEO_AT.2018.JTh2A.101
605,Lateral resistance of piles within corrugated metal sleeves,2018-March,10.1061/9780784481578.026
606,Analysis of post-liquefaction axial capacities of driven pile and drilled shaft foundations,2018-March,10.1061/9780784481578.028
607,Gravelly Soil Liquefaction after the 2016 Ecuador Earthquake,2018-June,10.1061/9780784481455.027
608,Evaluation of Dynamic Cone Penetration Test for Liquefaction Assessment of Gravels from Case Histories in Idaho,2018-June,10.1061/9780784481455.022
609,Optimization of Grid Spacing Pattern for the Development of Reference Parameter Maps for Liquefaction-Induced Free-Field Settlement,2018-June,10.1061/9780784481455.041
610,Integrating community-level data resources for precision medicine research,0,10.1142/9789813235533_0057
611,Initial Comparisons of Friction Stir Spot Welding and Self Piercing Riveting of Ultra-Thin Steel Sheet,2018-April,10.4271/2018-01-1236
612,Benefits of two turbine rotor diameters and hub heights in the same wind farm,,10.2514/6.2018-2016
613,Profile-based team organization in multi-university capstone engineering design teams,34,
614,Unification of signal models for soqpsk,2018-November,
615,Cfo estimation by exploiting channel sparsity in aeronautical telemetry,2018-November,
616,Time reversal techniques,,10.1007/978-3-319-94476-0_14
617,Simplified modeling for soot formation from solid fuels,2018-March,
618,Targeted 3D modeling from UAV imagery,10645,10.1117/12.2304436
619,Spatiotemporal correlation analysis of jet noise from a round-nozzle supersonic aircraft,,10.2514/6.2018-3938
620,Dependence of high-performance military aircraft noise on frequency and engine power,,10.2514/6.2018-2826
621,Inclusion of broadband shock-associated noise in spectral decomposition of noise from highperformance military aircraft,,10.2514/6.2018-3146
622,Comparison of noise from high-performance military aircraft for ground run-up and flyover operations,,10.2514/6.2018-3614
623,Large-scale multidisciplinary optimization of an electric aircraft for on-demand mobility,,10.2514/6.2018-1384
624,Guest Editorial Special Issue on Marine and Maritime Radar Remote Sensing,43,10.1109/JOE.2017.2772958
625,New flow assurance system with high speed subsea fiber optic monitoring of pressure and temperature,5,10.1115/OMAE2018-78079
626,Information design in crowdfunding under thresholding policies,1,
627,Environmental and track factors that contribute to abrasion damage,,10.1115/JRC2018-6167
628,"Blast-Induced Liquefaction Results at the Silty-Sand Site of Mirabello, Emilia Romagna Region, Italy",2018-June,10.1061/9780784481455.010
629,"Simplified Evaluation of the Seismic Failure of an Old Wharf during the 2014 Mw 8.2 Pisagua, Chile, Earthquake",2018-June,10.1061/9780784481455.055
630,A modeling framework for assessing cyber disruptions and attacks to the national airspace system,,10.2514/6.2018-0109
631,Puzzling the pieces: Conceptual blocks of engineering student ideas in a service learning project,34,
632,Local texture evolution and mechanical performance of ultra-high-speed friction stir weld of AA 6111-T4 sheets,Part F8,10.1007/978-3-319-72484-3_27
633,"High-Speed Friction Stir Welding of AA7075-T6 Sheet: Microstructure, Mechanical Properties, Micro-texture, and Thermal History",49,10.1007/s11661-017-4411-4
634,Commissioning observations with the focal L-band Array on the Green Bank Telescope (FLAG),2018,10.1049/cp.2018.0911
635,Effect of nozzle–plate distance on acoustic phenomena from supersonic impinging jet,56,10.2514/1.J056504
636,Progress in transparent flat-panel holographic displays enabled by guided-wave acousto-optics,10558,10.1117/12.2289145
637,A graph-theoretic understanding of network-wide implications of local cyber protections for mission assurance,10630,10.1117/12.2305957
638,"Factor analysis in automated face detection: Gender, occlusion, eyewear, brightness, contrast, and focus measure",10652,10.1117/12.2311281
639,Numerical analyses of mortar incorporating the variation in poisson's ratio with increasing axial load,0,
640,In-situ measurements of strain in soft body armor with FBG sensors during ballistic impacts,Part F124-OFS 2018,10.1364/ofs.2018.tub2
641,Application of “CODeve” methodology in transatlantic student design project,,
642,Development and testing of a friction-based post-installable fiber-optic monitoring system for subsea applications,5,10.1115/OMAE2018-77117
643,Fixing the O&M Budget with Asset Management to Create More Capital Debt Capacity for Pipe Projects,,10.1061/9780784481660.006
644,From lignocellulose to biocomposite: Multi-level modelling and experimental investigation of the thermal properties of kenaf fiber reinforced composites based on constituent materials,128,10.1016/j.applthermaleng.2017.09.095
645,Improving full-scale models of new carbon capture technologies with uncertainty quantification,,
646,Ground-based sense-and-avoid system for small unmanned aircraft,15,10.2514/1.I010627
647,Defining a Sustainable Underground Infrastructure Framework: ISO Asset Management and ISO Life Cycle,,10.1061/9780784481660.005
648,How Green Are You? Economic and Environmental Sustainability: Assessing the Global Warming Potential (GMP) of Your Underground Infrastructure,,10.1061/9780784481660.020
649,Lateral Resistance of Abutment Piles Near Mechanically Stabilized Earth Walls,2018-March,10.1061/9780784481608.009
650,Benchmarking your break rates: A review of new findings and trends from north American water main break studies,,10.1061/9780784481653.044
651,Human factors in mission control centers,,10.1016/B978-0-08-101869-9.00013-3
652,Design of a clinical decision support system for fracture prediction using imbalanced dataset,2018,10.1155/2018/9621640
653,Water main criticality scoring and GIS centric risk mitigation: Applying GIS spatial analysis tools and apps for greater insight for high risk underground infrastructure,,10.1061/9780784481653.014
654,"Alluvial and fluvial fans on Saturn's moon Titan reveal processes, materials and regional geology",440,10.1144/SP440.6
655,Alternative diffusion anisotropy measures for the investigation of white matter alterations in 22q11.2 deletion syndrome,10975,10.1117/12.2513788
656,Informing the use of hyperparameter optimization through metalearning,2017-November,10.1109/ICDM.2017.137
657,Deep visual gravity vector detection for unmanned aircraft attitude estimation,2017-September,10.1109/IROS.2017.8206443
658,New Vapor-Pressure Prediction with Improved Thermodynamic Consistency using the Riedel Equation,56,10.1021/acs.iecr.7b03748
659,Bias estimation for angle-only sensors in distributed multi-target tracking systems,2017-September,10.1109/IROS.2017.8206308
660,Sidelobe Level and Aperture Efficiency Optimization for Tiled Aperiodic Array Antennas,65,10.1109/TAP.2017.2766679
661,Nano-Composite Foam Sensor System in Football Helmets,45,10.1007/s10439-017-1910-9
662,Effects of Laryngeal Activity on Articulation,25,10.1109/TASLP.2017.2738564
663,Discovering the building blocks of atomic systems using machine learning: Application to grain boundaries,3,10.1038/s41524-017-0027-x
664,A Comparison of Indoor MIMO Measurements and Ray-Tracing at 24 and 2.55 GHz,65,10.1109/TAP.2017.2758390
665,Multidimensional Stability of Large-Amplitude Navier–Stokes Shocks,226,10.1007/s00205-017-1147-7
666,Water supply damage caused by the 2016 Kumamoto Earthquake,19,
667,Plain-Style Preferences of US Professionals,60,10.1109/TPC.2017.2759621
668,Analysis of the external radiation from circular cylindrical shells,408,10.1016/j.jsv.2017.07.021
669,Antenna Loss and Receiving Efficiency for Mutually Coupled Arrays,65,10.1109/TAP.2017.2748237
670,Continuous permeability measurement during unidirectional vacuum infusion processing,36,10.1177/0731684417721660
671,"High-Precision, Mixed-Signal Mismatch Measurement of Metal-Oxide-Metal Capacitors",64,10.1109/TCSII.2016.2642820
672,A 3D isogeometric BE–FE analysis with dynamic remeshing for the simulation of a deformable particle in shear flows,326,10.1016/j.cma.2017.08.003
673,High-Speed Interrogation of Multiplexed Fiber Bragg Gratings with Spectral Distortion,17,10.1109/JSEN.2017.2750327
674,Layering Security at Global Control Points to Secure Unmodified Software,,10.1109/SecDev.2017.20
675,Polyethylene Glycol Based Changes to β-Sheet Protein Conformational and Proteolytic Stability Depend on Conjugation Strategy and Location,28,10.1021/acs.bioconjchem.7b00281
676,Dynamic grouping of cooperating vehicles using a receding horizon controller for ground target search and track missions,2017-January,10.1109/CCTA.2017.8062726
677,Applying a passive network reconstruction technique to Twitter data in order to identify trend setters,2017-January,10.1109/CCTA.2017.8062645
678,Selective Laser Melting aluminum waveguide attenuation at K-band,,10.1109/MWSYM.2017.8058605
679,Use of Personality Profile Assessments in the U.S. Commercial Construction Industry,13,10.1080/15578771.2016.1246493
680,Simulations in Construction and Engineering Management Education to Explore Professional Challenges,143,10.1061/(ASCE)EI.1943-5541.0000335
681,A comparison of model predictive control and PID temperature control in friction stir welding,29,10.1016/j.jmapro.2017.07.015
682,Use of Hi-resolution data for evaluating accuracy of traffic volume counts collected by microwave sensors,4,10.1016/j.jtte.2017.06.002
683,Review of research on student-facing learning analytics dashboards and educational recommender systems,10,10.1109/TLT.2017.2740172
684,Design for excess capability to handle uncertain product requirements in a developing world setting,28,10.1007/s00163-017-0253-8
685,Mitigated FPGA design of multi-gigabit transceivers for application in high radiation environments of High Energy Physics experiments,108,10.1016/j.measurement.2017.02.025
686,An ultra-high Q inductorless narrowband filter based on the voltage divider phase shift method,2017-August,10.1109/MWSCAS.2017.8053032
687,SAE Aero Design East: BYU-Idaho Aero Team 326 - Final Report Document,Part F130115,10.4271/2017-01-6000
688,Custom 3D printer and resin for 18 μm × 20 μm microfluidic flow channels,17,10.1039/c7lc00644f
689,Estimation of 3D Ground Reaction Force Using Nanocomposite Piezo-Responsive Foam Sensors During Walking,45,10.1007/s10439-017-1852-2
690,"The need, development, and validation of the innovation test instrument",29,10.21061/jte.v29i1.a.6
691,A Review of the Capabilities of Current Low-Cost Virtual Reality Technology and Its Potential to Enhance the Design Process,17,10.1115/1.4036921
692,Inferring ascending auction participation from observed bidders,54,10.1016/j.ijindorg.2017.06.001
693,Differential effects of air conditioning type on residential endotoxin levels in a semi-arid climate,27,10.1111/ina.12369
694,Inverted L-arm gripper compliant mechanism,11,10.1115/1.4036336
695,A multi-user computer-aided design competition: Experimental findings and analysis of team-member dynamics,17,10.1115/1.4035674
696,Diagnostic and prognostic value of delayed Gadolinium Enhanced Magnetic Resonance Imaging of Cartilage (dGEMRIC) in early osteoarthritis of the hip,25,10.1016/j.joca.2017.05.004
697,"The human touch: How non-expert users perceive, interpret, and fix topic models",105,10.1016/j.ijhcs.2017.03.007
698,Shear joy of watching paint dry,2,10.1103/PhysRevFluids.2.090503
699,Bad news first: How optimal directness depends on what is negated,,10.1109/IPCC.2017.8013959
700,Non-perturbing voltage measurement in a coaxial cable with slab-coupled optical sensors,56,10.1364/AO.56.006814
701,Optofluidic lab-on-a-chip fluorescence sensor using integrated buried ARROW (bARROW) waveguides,8,10.3390/mi8080252
702,Toward quantitative characterization of essential tremor for future tremor suppression,,10.1109/ICORR.2017.8009242
703,Water entry of deformable spheres,824,10.1017/jfm.2017.365
704,Generating derivative superstructures for systems with high configurational freedom,136,10.1016/j.commatsci.2017.04.015
705,Improved Antenna Efficiency Measurement Uncertainty in a Reverberation Chamber at Millimeter-Wave Frequencies,65,10.1109/TAP.2017.2708084
706,Space-Time Coding for Aeronautical Telemetry: Part i - Estimators,53,10.1109/TAES.2017.2671784
707,Space-Time Coding for Aeronautical Telemetry: Part II - Decoder and System Performance,53,10.1109/TAES.2017.2671785
708,Process responses and resultant joint properties of friction stir welding of dissimilar 5083 and 6061aluminum alloys,31,10.1007/s12206-017-0742-8
709,The AFLOW Library of Crystallographic Prototypes: Part 1,136,10.1016/j.commatsci.2017.01.017
710,Methods for determining the optimal number of simultaneous contributors for multi-user CAD parts,14,10.1080/16864360.2016.1273578
711,Counter UAS using a formation controlled dragnet,,10.1109/ICUAS.2017.7991391
712,Variable stiffness adaptation to mitigate system failure in inflatable robots,,10.1109/ICRA.2017.7989687
713,"Multi-objective design optimization of a soft, pneumatic robot",,10.1109/ICRA.2017.7989218
714,Motion planning for mobile robots using inverse kinematics branching,,10.1109/ICRA.2017.7989588
715,"Move the Laser Spot, Not the DUT: Investigating the New Micro-mirror Capability and Challenges for Localizing SEE Sites on Large Modern ICs",,10.1109/RADECS.2017.8696180
716,Dynamic SEE Testing of Selected Architectural Features of Xilinx 28 nm Virtex-7 FPGAs,,10.1109/RADECS.2017.8696210
717,A Systems Engineering Approach to Harnessing Human Energy in Public Places: A Feasibility Study,139,10.1115/1.4035904
718,Modeling global and local codon bias with deep language models,2018-January,10.1109/BIBE.2017.00-63
719,Carbon monolith scaffolding for high volumetric capacity silicon Li-ion battery anodes,35,10.1116/1.4984807
720,Strategies employed and lessons learned by commercial construction companies during economic recession and recovery,143,10.1061/(ASCE)CO.1943-7862.0001310
721,Whole genome phylogenetic tree reconstruction using colored de bruijn graphs,2018-January,10.1109/BIBE.2017.00-44
722,Genome polymorphism detection through relaxed de bruijn graph construction,2018-January,10.1109/BIBE.2017.00-53
723,Cooperation induction in two player bertand markets with linear demand,,10.23919/ACC.2017.7963663
724,Student perceptions and attitudes towards a required vs. An optional course in leadership,2017-June,
725,Technology and design programs,2017-June,
726,Experiential learning: Using small-scale projects to teach project complexities and relationship roles in construction,2017-June,
727,Cross platform usability: Evaluating computing tasks performed on multiple platforms,2017-June,
728,Sustainable water filters in southern Peru,2017-June,
729,Global humanitarian-based projects: A documentation strategy for strengthening project sustainability,2017-June,
730,Project-based learning curriculum for the junior year based on building a laser tag system,2017-June,
731,A model workshop for helping new faculty engage students in the STEM Classroom,2017-June,
732,Investigating engineering students' understandings of social and ethical responsibility: Coding framework and initial findings,2017-June,
733,Analytical fragility curves for non-skewed highway bridges in Chile,141,10.1016/j.engstruct.2017.03.041
734,Optical electric field sensor sensitivity direction rerouting and enhancement using a passive integrated dipole antenna,56,10.1364/AO.56.004911
735,Associative CAD references in the neutral parametric canonical form,14,10.1080/16864360.2016.1257184
736,Design of low-power ultra-high voltage gain differential cascode stages,104,10.1080/00207217.2017.1279229
737,Village Drill: A Case Study in Engineering for Global Development with Five Years of Data Post Market-Introduction,139,10.1115/1.4036304
738,Simulation-based coefficients for adjusting climate impact on energy consumption of commercial buildings,10,10.1007/s12273-016-0332-1
739,"Hierarchically refined and coarsened splines for moving interface problems, with particular application to phase-field models of prostate tumor growth",319,10.1016/j.cma.2017.03.009
740,Enabling Dissimilar Material Joining Using Friction Stir Scribe Technology,69,10.1007/s11837-017-2334-6
741,Simulation and exploration of high-density unmanned aerial vehicle systems,,10.1109/SYSCON.2017.7934789
742,An RVE procedure for micromechanical prediction of mechanical behavior of dual-phase steel,695,10.1016/j.msea.2017.04.032
743,Mitigating Water Absorption in Waveguides Made from Unannealed PECVD SiO2,29,10.1109/LPT.2017.2686354
744,Multiplexed efficient on-chip sample preparation and sensitive amplification-free detection of Ebola virus,91,10.1016/j.bios.2016.12.071
745,Semi-empirical Model for Fire Spread in Shrubs with Spatially-Defined Fuel Elements and Flames,53,10.1007/s10694-016-0644-9
746,Using vegetation management and LiDAR-derived tree height data to improve outage predictions for electric utilities,146,10.1016/j.epsr.2017.01.039
747,Measurement-Directed Reduction of Dynamic Models in Power Systems,32,10.1109/TPWRS.2016.2611511
748,Behavior of Sheet Metal Under Multiaxial Deformation Paths,69,10.1007/s11837-017-2304-z
749,Pathology-targeted cell delivery via injectable micro-scaffold capsule mediated by endogenous TGase,126,10.1016/j.biomaterials.2017.02.021
750,Microstructure Correlation with Formability for Biaxial Stretching of Magnesium Alloy AZ31B at Mildly Elevated Temperatures,69,10.1007/s11837-017-2309-7
751,Tuning Ferritin's band gap through mixed metal oxide nanoparticle formation,28,10.1088/1361-6528/aa68b0
752,Permanganate-based synthesis of manganese oxide nanoparticles in ferritin,28,10.1088/1361-6528/aa68ae
753,"Pseudo-singleton pattern and agnostic business layer for multi-engineer, synchronous, heterogeneous CAD",14,10.1080/16864360.2016.1240449
754,Thermal characterization of natural and synthetic spider silks by both the 3ω and transient electrothermal methods,119,10.1016/j.matdes.2017.01.057
755,Fundamental Principles of Tremor Propagation in the Upper Limb,45,10.1007/s10439-016-1765-5
756,Thick rigidly foldable origami mechanisms based on synchronized offset rolling contact elements,9,10.1115/1.4035686
757,Planning and Analyzing Experiments with Models that Distinguish Between Replicates and Repeats,33,10.1002/qre.2047
758,"A Geometrically Exact Isogeometric Blended Shell: Formulation, Benchmarking, and Automotive Application",10,10.4271/2017-01-1329
759,Design and Evaluation of Adverb Palette: A GUI for Selecting Tradeoffs in Multi-objective Optimization Problems,Part F127194,10.1145/2909824.3020225
760,Haptic Shape-Based Management of Robot Teams in Cordon and Patrol,Part F127194,10.1145/2909824.3020243
761,Ground-based 3D radar imaging of trees using a 2D synthetic aperture,6,10.3390/electronics6010011
762,Overview of estimation methods for industrial dynamic systems,18,10.1007/s11081-015-9295-9
763,Reservoir sustainability and sediment management,143,10.1061/(ASCE)WR.1943-5452.0000720
764,Infrastructure Project Scope Definition Using Project Definition Rating Index,33,10.1061/(ASCE)ME.1943-5479.0000483
765,Evaluation of stochastic particle dispersion modeling in turbulent round jets,89,10.1016/j.ijmultiphaseflow.2016.10.005
766,Effect of tool geometry and process parameters on mechanical properties of friction stir spot welded dissimilar aluminum alloys,18,10.1007/s12541-017-0053-0
767,Nonparametric Tree-Based Predictive Modeling of Storm Outages on an Electric Distribution Network,37,10.1111/risa.12652
768,Status of elementary teacher development: Preparing elementary teachers to deliver technology and engineering experiences,28,10.21061/jte.v28i2.a.1
769,"Strength, behavior, and failure mode of hollow concrete masonry constructed with mortars of different strengths",134,10.1016/j.conbuildmat.2016.12.112
770,Three-dimensional microscopic light field particle image velocimetry,58,10.1007/s00348-016-2297-3
771,"Theoretical estimates of maximum fields in superconducting resonant radio frequency cavities: Stability theory, disorder, and laminates",30,10.1088/1361-6668/30/3/033002
772,In-situ grain structure and texture evolution during friction stir welding of austenite stainless steel,115,10.1016/j.matdes.2016.11.066
773,"Poynting Streamlines, Effective Area Shape, and the Design of Superdirective Antennas",65,10.1109/TAP.2016.2632618
774,Structural analysis and optimization of tall buildings connected with skybridges and atria,55,10.1007/s00158-016-1518-y
775,Comparison and Analysis of Recursive-RANSAC for Multiple Target Tracking,53,10.1109/TAES.2017.2650818
776,Light splitting with imperfect wave plates,56,10.1364/AO.56.001062
777,Comprehensive and quality-controlled bedload transport database,143,10.1061/(ASCE)HY.1943-7900.0001221
778,Active Integrated Antenna Supporting Linear and Circular Polarizations,7,10.1109/TCPMT.2016.2646484
779,Stability of Viscous St. Venant Roll Waves: From Onset to Infinite Froude Number Limit,27,10.1007/s00332-016-9333-6
780,MMI waveguide based multispectral detection of nucleic acids for analysis of drug-resistant bacteria,,10.1109/IPCon.2016.7831137
781,Design and characterization of integrated 2D ABEL trap,,10.1109/IPCon.2016.7831143
782,"A well clear recommendation for small UAS in high-density, ADS-B-enabled airspace",,10.2514/6.2017-0908
783,Formation of deposits from heavy fuel oil ash in an Accelerated Deposition Facility at temperatures up to 1206°C,3,10.1115/GT2017-63724
784,Predicting efficiency of a turbine driven by pulsing flow,2A-2017,10.1115/GT201763490
785,Mixed-integer multi-objective optimization applied to the PCS design of the I 2S-LWR,117,
786,In situ bubble characterization during resin infusion for process simulation of voids,2017-August,
787,TrustBase: An architecture to repair and strengthen certificate-based authentication,,
788,Relative target estimation using a cascade of extended Kalman filters,4,10.33012/2017.15158
789,Introducing second-Year students to concept-Based projects for increased success in third-Year sponsored projects,,
790,Sell it: Design project assessment by the public,,
791,Design education and the new culture of design centric intellectual property,,
792,Integrating a multidisciplinary design methods mindset into classroom practice,,
793,Using local invasive species and flora to manufacture collagen based biodegradable plastic tableware,1,
794,Extension of the QuikSCAT Sea Ice Extent Data Set with OSCAT Data,14,10.1109/LGRS.2016.2630010
795,Semi-empirical model for fire spread in chamise and big sagebrush shrubs with spatially-defined fuel elements and flames,2017-April,
796,Investigation of merging flames in horizontal and vertical geometries,2017-April,
797,A comprehensive model for predicting elemental composition of coal pyrolysis products,2017-April,
798,Modeling soot in coal systems,2017-April,
799,Re-epithelialization of whole porcine kidneys with renal epithelial cells,8,10.1177/2041731417718809
800,Pull-out strength of composite rebar made using a three-dimensional braiding machine,2017-December,
801,On if-to-baseband translation and resampling in sampled-data receivers,,
802,On the design of a square-root nyquist pulse shaping filter for aeronautical telemetry,,
803,Analysis of pyrolysis products from live shrub fuels,2017-April,
804,Pyrolysis of live vegetation at slow heating rates,,
805,Impact of particle properties on radiative heat flux in an oxy-coal reactor,,
806,Investigation of merging flames in Horizontal and vertical Geometries,,
807,Modeling a pressurized coal feed system,,
808,A fast-running simulation tool for axisymmetric oxy-coal combustors,,
809,Realizing origami mechanisms from metal sheets,5B-2017,10.1115/DETC2017-68025
810,Designing for power transfer across fold-lines in mechanisms with origami-like movement using surrogate folds,5B-2017,10.1115/DETC2017-68370
811,Optimization of origami-based tubes for lightweight deployable structures,5B-2017,10.1115/DETC2017-67274
812,"An assessment of village drill sustainability, with recommendations",2B-2017,10.1115/DETC201767581
813,A simple starting point for designing for and/or assessing the social impact of products,2B-2017,10.1115/DETC201767586
814,Impact of computational mesh on CFD combustion predictions,,
815,Thermal transport due to liquid jet impingement on superhydrophobic surfaces with isotropic slip,110,10.1016/j.ijheatmasstransfer.2017.03.044
816,Two-phase flow pressure drop in superhydrophobic channels,110,10.1016/j.ijheatmasstransfer.2017.03.055
817,A Hybrid Approach to FPGA Configuration Scrubbing,64,10.1109/TNS.2016.2636666
818,Benefits of Complementary SEU Mitigation for the LEON3 Soft Processor on SRAM-Based FPGAs,64,10.1109/TNS.2016.2635028
819,Hydrodynamics of droplet impingement on hot surfaces of varying wettability,108,10.1016/j.ijheatmasstransfer.2016.12.076
820,Adding EUV reflectance to aluminum-coated mirrors for space-based observation,10398,10.1117/12.2274694
821,Foreword,,
822,Small aircraft flight encounters database for UAS sense and avoid,,10.2514/6.2017-1152
823,Implementing highway safety manual life-cycle benefit–cost analysis of safety improvements,2636,10.3141/2636-04
824,Semantic style creation,WS-17-01 - WS-17-15,
825,Implementation of lean practices among finishing contractors in the US,,10.24928/2017/0182
826,Delivery methods and social network analysis of unethical behavior in the construction industry,,10.24928/2017/0213
827,Fourier descriptors for improved analysis of distortion transfer and generation,1,10.1115/GT2017-65031
828,Improved bottomhole pressure control with wired drillpipe and physics-based models,2017-March,10.2118/184610-ms
829,Field testing of Cryogenic Carbon Capture,2,10.7122/486652-ms
830,Gradient-based optimization of wind farms with different turbine heights,,10.2514/6.2017-1619
831,Minimum required detection range for detect and avoid of unmanned aircraft systems,14,10.2514/1.I010479
832,"Probabilistic Lateral Spread Evaluation for Long, Linear Infrastructure Using Performance-Based Reference Parameter Maps",,10.1061/9780784480724.051
833,Preserving optical confinement in unannealed PECVD SiO2 waveguides,Part F43-CLEO_AT 2017,10.1364/CLEO_AT.2017.JTu5A.128
834,Multimodal multiplexing of single-virus detection using multi-mode interference waveguides,Part F41-CLEO_SI 2017,10.1364/CLEO_SI.2017.SM4C.5
835,Single particle fluorescence analysis on demand on electro-optofluidic chip with gated particle delivery,Part F41-CLEO_SI 2017,10.1364/CLEO_SI.2017.SM2C.5
836,Efficient feature descriptor for unmanned aerial vehicle ground moving object tracking,14,10.2514/1.I010503
837,Passive force-deflection behavior of geosynthetic-reinforced soil backfill based on large-scale tests,,10.1061/9780784480458.003
838,Optimal combined long-term facility design and short-term operational strategy for CHP capacity investments,118,10.1016/j.energy.2016.12.009
839,"Oat improvement and innovation using wild genetic resources (poaceae, Avena spp.): Elevating “oats” to a new level and stature",,10.1201/9781315369259
840,Ash deposition during advanced oxy-coal combustion using minimum recycled flue gas,2017-April,
841,Optimizing coded 16-APSK for aeronautical mobile telemetry,,
842,Sparse MMSE equalizer for GTR-STBC in aeronautical telemetry,,
843,Modeling soot formation from solid complex fuels,,
844,Modeling effects of annealing on coal char reactivity to O2 and CO2 based on preparation conditions,,
845,Modeling the coanda effect with FDS and STARCCM+ to predict the effect of fires on slopes for implications of wildland firefighter safety,,
